displacement,from_city,to_city,from_state,to_state,anomaly
301.4632143,2607,2502,32,32,0
5.250892182,2479,195,54,54,0
307.3376064,2714,1244,48,48,0
1529.989614,2822,2556,50,3,1
0,2644,2644,32,32,0
0,2457,2457,38,38,0
0,2031,2031,19,19,0
778.6233841,1245,643,45,42,0
1.436861788,1455,1455,46,46,0
830.8965605,2822,1051,50,18,0
0,341,341,37,37,0
1742.534999,1252,239,31,36,1
1.914175703,1005,1005,54,54,0
0.006738015,1865,1865,9,9,0
0,1294,1294,19,19,0
1412.788428,1186,2644,32,32,1
0,2571,2571,42,42,0
278.1562289,2712,219,26,26,0
19.251705,164,1892,19,38,0
0,2187,2187,32,32,0
0,2514,2514,50,50,0
0,57,57,42,42,0
0,606,606,32,32,0
517.2788193,1255,878,18,54,0
0,1864,1864,29,29,0
0,1749,1749,35,35,0
887.6359731,657,1630,54,32,0
0,550,550,32,32,0
24.08217013,755,1294,39,19,0
0,1865,1865,9,9,0
2.136074341,2710,2710,20,20,0
0,831,831,29,29,0
0,1275,1275,46,46,0
0,2468,2468,5,5,0
445.9975685,1373,1373,27,27,0
0,2819,2819,42,42,0
0,2811,2811,42,42,0
2376.961391,2306,1319,46,25,1
3.017207104,2186,2564,13,13,0
93.82848096,464,1402,26,26,0
46.19058914,1194,1156,46,46,0
19.237205,1458,1263,20,20,0
3.452091559,2566,2566,38,38,0
0,1355,1355,31,31,0
0,2811,2811,42,42,0
754.0377265,1333,523,31,31,0
0,1481,1481,7,7,0
370.0562719,1323,179,18,38,0
0,1722,1722,48,48,0
0,894,894,7,7,0
766.6807664,2221,1433,11,11,0
0,2419,2419,49,49,0
693.2968558,1053,675,54,47,0
1570.571334,1327,1805,29,54,1
908.4565674,1999,2823,54,53,0
16.45966702,1509,616,31,31,0
0,1302,1302,54,54,0
61.48687499,2822,983,50,50,0
21.48465314,331,1138,52,52,0
845.0653972,1882,785,3,52,0
0,1864,1864,31,31,0
1670.14629,2330,1018,54,52,1
145.8491308,1759,467,13,13,0
0,2427,2427,31,31,0
229.7687857,2644,1495,32,32,0
75.14701296,2332,2787,53,53,0
2291.300554,161,755,31,39,1
1145.697368,923,218,37,1,0
269.3478458,372,1087,35,53,0
0,1495,1495,32,32,0
0,221,221,7,7,0
0,649,649,29,29,0
0,1995,1995,52,52,0
17.91252185,717,1615,48,16,0
0,2598,2598,48,48,0
155.5293837,1396,1756,55,55,0
0.357552396,501,501,25,25,0
650.2614987,447,1608,32,55,0
40.28093511,2190,678,19,19,0
245.4170755,2332,1274,53,53,0
0,1278,1278,31,31,0
0,298,298,25,25,0
0,2154,2154,31,31,0
933.8185721,2044,647,21,38,0
714.0747165,2453,2822,53,48,0
0,2286,2286,19,19,0
0.09383362,273,273,5,5,0
356.228129,755,1373,39,27,0
0,37,37,49,49,0
0,785,785,52,52,0
0,2485,2485,54,54,0
453.4309648,586,1314,47,11,0
0,2207,2207,8,8,0
289.6079317,2712,899,3,25,0
289.6079317,2712,899,3,25,0
23.35627504,347,337,46,16,0
7.234075156,755,834,39,38,0
0,2811,2811,42,42,0
0,1296,1296,54,54,0
23.35163732,466,2412,31,31,0
0,1313,1313,54,54,0
16.99569379,2067,1481,7,7,0
47.9029753,2274,173,54,54,0
111.0612169,942,520,16,16,0
0,2527,2527,48,48,0
0,1526,1526,43,43,0
0,2654,2654,29,29,0
3.425598685,1278,1278,31,31,0
0,755,755,39,39,0
0,2330,2330,54,54,0
0,1839,1839,7,7,0
387.4541734,377,342,31,31,0
24.44784825,636,1252,31,31,0
0,2308,2308,31,31,0
0,1673,1673,52,52,0
59.2123411,2268,614,52,52,0
0.867527471,315,315,16,16,0
0,2602,2602,46,46,0
0,379,379,48,48,0
3.511720723,1909,1909,5,5,0
0,1806,1806,46,46,0
1751.989632,1087,2171,53,31,1
45.26595273,2527,1397,48,20,0
606.2876655,1323,1351,18,32,0
0,728,728,46,46,0
2.755361385,582,582,31,31,0
0,2100,2100,54,54,0
0,2562,2562,55,55,0
0,693,693,29,29,0
0,825,825,16,16,0
7.079158666,1562,642,42,42,0
0,717,717,48,48,0
13.4294872,548,2136,36,36,0
0,1081,1081,8,8,0
102.3549979,680,626,14,14,0
1026.503659,2227,2756,54,53,0
0,1642,1642,31,31,0
8.210585761,1865,1865,9,9,0
9.829151605,1481,1781,7,7,0
0,1960,1960,42,42,0
0,101,101,5,5,0
0,2705,2705,31,31,0
1565.427943,2412,1327,31,32,1
3.241553089,675,675,47,47,0
0,1280,1280,31,31,0
0,597,597,7,7,0
0,12,12,31,31,0
8.653598809,1047,1047,43,43,0
1455.832407,632,890,25,15,1
0,2575,2575,9,9,0
13.56882876,4,2653,32,32,0
420.1303743,4,2106,32,0,0
0,476,476,31,31,0
0,2412,2412,31,31,0
51.63070777,271,1407,25,25,0
248.0665725,336,2518,13,13,0
784.1870951,2400,2644,54,32,0
0,2501,2501,16,16,0
2557.585722,1844,1844,31,31,1
2263.5704,1596,1005,41,54,1
138.3570364,2263,695,47,47,0
0,840,840,20,20,0
0,2304,2304,51,51,0
1011.227888,1673,632,52,25,0
357.2936571,2767,2031,48,19,0
0,1497,1497,14,14,0
385.2596444,2105,2105,31,31,0
105.9369298,1048,1048,28,28,0
8.927517764,978,2227,54,54,0
5.716891178,9,1844,31,31,0
318.7645299,1278,2213,31,31,0
0,1278,1278,31,31,0
5.086604925,2763,2268,52,52,0
12.5016116,164,834,19,38,0
1807.613149,1087,2262,53,31,1
1220.026985,2787,2540,35,44,1
0,2556,2556,3,3,0
0,1388,1388,51,51,0
0,2412,2412,31,31,0
0,2401,2401,46,46,0
0,2497,2497,46,46,0
10.76636204,2666,2799,31,31,0
0,2538,2538,35,35,0
0,1773,1773,29,29,0
17.4941214,1958,2402,54,54,0
949.8350751,536,215,7,11,0
0,512,512,45,45,0
0,1526,1526,43,43,0
0,1278,1278,31,31,0
119.9057258,2746,2746,11,11,0
596.4332897,2032,1081,8,8,0
676.8021386,227,910,54,29,0
1028.059347,2041,2356,50,50,0
0,1896,1896,31,31,0
14.51019674,282,1674,29,29,0
0,1762,1762,6,6,0
0,962,962,13,13,0
0,2660,2660,48,48,0
0,249,249,54,54,0
0.008699332,1696,1696,0,0,0
0,2587,2587,20,20,0
4.093875578,2712,2712,3,3,0
0,2763,2763,41,41,0
1.48949982,755,755,39,39,0
0,800,800,31,31,0
1015.63985,454,454,16,16,0
153.241207,1667,423,26,4,0
1119.699613,728,728,46,46,0
659.352102,1274,433,53,19,0
0.317218396,1087,1087,53,53,0
509.6108981,2290,1219,47,47,0
0,1481,1481,7,7,0
13.18538226,529,1018,52,52,0
4.399274139,2712,505,3,3,0
0,2566,2566,32,32,0
476.2466296,1418,353,36,36,0
0.075334199,138,138,3,3,0
0,1278,1278,31,31,0
0,1660,1660,31,31,0
6.160270271,2293,2293,36,36,0
0,1114,1114,31,31,0
1745.219283,1814,1814,46,46,1
0,910,910,49,49,0
0.817913761,2080,2080,32,32,0
0,1756,1756,55,55,0
5.186032877,2487,1627,50,50,0
0,2625,2625,31,31,0
0,1057,1057,48,48,0
0,1355,1355,31,31,0
2.892313821,595,595,42,42,0
0,1087,1087,53,53,0
13.79559674,1722,2364,48,48,0
0,675,675,47,47,0
42.89686782,1355,2047,31,31,0
0,1252,1252,31,31,0
106.5887255,1419,1718,20,20,0
0,2627,2627,54,54,0
5.591947103,377,2427,31,31,0
0,2110,2110,46,46,0
5.831881981,1446,1132,9,9,0
0,1958,1958,54,54,0
0,717,717,48,48,0
0,1102,1102,52,52,0
1728.837875,2854,2854,42,42,1
0,1436,1436,12,12,0
182.9721102,2579,1385,41,41,0
0,1303,1303,50,50,0
1098.217344,749,1014,54,49,0
1.600136287,1278,1278,31,31,0
0,768,768,8,8,0
0,1697,1697,25,25,0
74.43160096,102,2546,2,2,0
1.741163837,298,298,25,25,0
0,2210,2210,3,3,0
0,1500,1500,38,38,0
6.249495272,2502,2502,32,32,0
0,184,184,12,12,0
25.57043536,1087,1169,53,53,0
0,675,675,47,47,0
0,940,940,48,48,0
0,2283,2283,3,3,0
61.10873367,73,807,16,16,0
27.45590802,849,709,31,31,0
36.44948177,194,675,47,47,0
0,2356,2356,50,50,0
0,178,178,54,54,0
465.6804527,1031,780,50,42,0
2.02696664,396,396,50,50,0
0,58,58,47,47,0
0,2577,2577,20,20,0
191.6462379,1664,2105,31,31,0
51.97905736,1215,2638,0,0,0
0,508,508,41,41,0
0,2318,2318,32,32,0
0,438,438,41,41,0
0,2,2,41,41,0
0,2510,2510,41,41,0
3.32186452,960,960,55,55,0
0,508,508,41,41,0
0,2763,2763,52,52,0
0,89,89,55,55,0
0.897378209,2485,2485,54,54,0
668.1743217,1174,1174,9,9,0
0,585,585,46,46,0
0,1222,1222,25,25,0
678.5345643,582,298,31,25,0
0,1844,1844,31,31,0
0,2031,2031,19,19,0
0,83,83,46,46,0
1.64200576,2480,2480,31,31,0
0,37,37,49,49,0
699.2033364,917,1454,23,32,0
2462.48028,2031,582,19,31,1
28.83005182,227,244,54,54,0
0,1294,1294,19,19,0
7.540164073,2822,2822,48,48,0
0,523,523,31,31,0
0,416,416,29,29,0
0,2502,2502,32,32,0
0,2128,2128,47,47,0
966.2713483,169,2644,54,32,0
0,284,284,31,31,0
69.99614493,289,2627,54,54,0
9.894103721,1726,1267,44,44,0
0,2280,2280,7,7,0
0,2276,2276,31,31,0
1370.144999,2134,1641,7,7,1
0.018266358,702,2081,3,3,0
0,2785,2785,16,16,0
0.54853654,1,1,31,31,0
14.27739865,1897,1038,7,7,0
0,57,57,42,42,0
391.5723877,1742,1488,26,26,0
0,1087,1087,53,53,0
2030.434141,218,2242,1,1,1
5.039274125,2485,2485,54,54,0
4.677808836,1821,331,31,31,0
0,2016,2016,29,29,0
0,2359,2359,53,53,0
0,1278,1278,31,31,0
1102.848083,2540,2528,44,45,0
0,1481,1481,7,7,0
339.0871877,1865,1893,9,47,0
0,804,804,20,20,0
296.5885705,2644,733,32,32,0
41.36169867,1278,709,31,31,0
111.6630465,1884,2638,0,0,0
0,1278,1278,31,31,0
467.4440186,1780,2005,25,1,0
13.16283619,473,1433,48,11,0
6.073155884,642,829,8,8,0
0,1374,1374,31,31,0
1170.990103,2079,1092,21,49,0
12.12669569,1176,1960,52,52,0
8.377708197,1751,1327,29,29,0
413.6387518,1984,1252,31,31,0
0,1047,1047,43,43,0
0,675,675,47,47,0
16.39279118,1697,1178,7,7,0
2.862459227,1284,1284,29,29,0
0,37,37,49,49,0
1083.98836,1481,2822,7,50,0
0,31,31,49,49,0
0,1373,1373,27,27,0
1.193150431,1005,1005,54,54,0
0,162,162,31,31,0
493.0083818,2079,2849,21,36,0
6.963973536,169,1005,54,54,0
325.2140768,823,335,7,29,0
370.6575707,2311,309,54,54,0
0,2644,2644,32,32,0
0,1087,1087,53,53,0
0,37,37,49,49,0
0,2644,2644,32,32,0
0,2717,2717,47,47,0
0,2544,2544,14,14,0
160.1612844,1722,823,48,7,0
29.07450596,1279,2811,42,42,0
0,346,346,42,42,0
21.83615261,1129,2622,31,31,0
1582.170413,775,469,47,4,1
1747.449611,1169,415,52,7,1
15.55159529,1722,2461,48,48,0
8.139538524,2601,2502,32,32,0
0,1796,1796,7,7,0
0,2644,2644,32,32,0
0.027191277,1840,1840,38,38,0
0,418,418,16,16,0
0,910,910,29,29,0
0,2811,2811,42,42,0
10.99541889,2727,1640,52,52,0
3.204521853,1722,1722,48,48,0
910.9856511,73,612,16,16,0
658.7560553,2286,227,19,54,0
9.389806283,1374,2105,31,31,0
0,834,834,38,38,0
1375.743113,1722,2502,48,32,1
25.84772754,1739,550,32,32,0
693.3181501,1749,1122,35,32,0
614.4909987,1252,448,31,8,0
37.08577183,1124,1692,48,48,0
176.3764739,2031,1722,19,48,0
1089.565115,1194,2079,46,21,0
1022.818273,1858,717,54,48,0
0,2819,2819,42,42,0
1.689761625,1722,1722,48,48,0
0,823,823,7,7,0
0,227,227,54,54,0
1.914642594,2822,2822,48,48,0
928.4698866,1065,2079,46,21,0
2462.388489,717,2364,48,48,1
0,1327,1327,29,29,0
0,2479,2479,54,54,0
0,402,402,46,46,0
0,391,391,31,31,0
334.7882418,823,1796,7,7,0
0,1194,1194,46,46,0
733.3329696,2527,2559,48,53,0
0,550,550,32,32,0
10.1501408,582,2666,31,31,0
249.3804182,2822,1722,48,48,0
1140.254773,923,227,37,47,0
0,1495,1495,32,32,0
2056.204977,416,582,29,31,1
1748.020172,1194,2638,46,0,1
0,2811,2811,42,42,0
0,1278,1278,31,31,0
0,808,808,36,36,0
25.67371334,2727,474,52,52,0
832.2124274,379,227,16,54,0
0,1327,1327,29,29,0
53.41185838,1733,108,31,31,0
0,613,613,54,54,0
15.25422207,1319,1910,25,25,0
0,736,736,18,18,0
1186.293403,1327,550,29,32,0
10.09124691,2124,1739,31,31,0
0,366,366,21,21,0
0,2105,2105,31,31,0
37.68225737,298,632,25,25,0
4.103639119,610,759,31,31,0
500.6490134,2244,1323,5,18,0
0,2644,2644,32,32,0
0,4,4,32,32,0
5.159022033,1910,2331,9,9,0
1006.764327,2644,336,32,13,0
0,2811,2811,42,42,0
38.40466762,1278,1129,31,31,0
0,1391,1391,32,32,0
144.5681377,2274,92,54,54,0
97.60156296,227,675,47,47,0
0,1044,1044,48,48,0
113.492682,1433,2717,11,11,0
14.64843221,1405,1500,38,38,0
0,2811,2811,42,42,0
5.271953858,2540,2540,44,44,0
0,2052,2052,41,41,0
0,1481,1481,7,7,0
0,1722,1722,48,48,0
77.93511835,2412,582,31,31,0
0,2644,2644,32,32,0
2.378078268,1796,1481,7,7,0
6.431288778,980,980,32,32,0
0.09383362,273,273,5,5,0
0,1893,1893,47,47,0
137.5541316,2644,550,32,32,0
0,1172,1172,54,54,0
0,2510,2510,41,41,0
0,2811,2811,42,42,0
0,2797,2797,47,47,0
0,2561,2561,31,31,0
2177.891219,58,58,47,47,1
2.777381292,2644,2644,32,32,0
0,2031,2031,19,19,0
2.846423437,1773,1773,29,29,0
11.660014,834,1892,38,38,0
53.41185838,1733,108,31,31,0
0.526455522,350,350,45,45,0
0,318,318,48,48,0
0,2741,2741,48,48,0
14.73613535,572,816,31,31,0
392.050112,164,1481,19,7,0
0,2811,2811,42,42,0
21.26741945,915,639,44,44,0
0,1738,1738,25,25,0
60.28010346,831,1128,29,9,0
0,2644,2644,32,32,0
21.17179355,127,2105,27,27,0
364.2667691,1064,1562,18,42,0
2.316285725,1152,1152,46,46,0
0,780,780,42,42,0
0,1089,1089,48,48,0
0,1579,1579,32,32,0
122.6235989,1327,910,29,29,0
0,772,772,17,17,0
0,1252,1252,31,31,0
15.17530179,196,122,5,5,0
0,2811,2811,42,42,0
0,1271,1271,53,53,0
0,2527,2527,48,48,0
22.14422994,1194,1809,46,46,0
0,128,128,27,27,0
890.0815096,501,2245,25,25,0
0,1152,1152,46,46,0
5.889959272,1405,2566,38,38,0
1153.262164,2822,313,50,32,0
10.53874504,680,762,18,18,0
180.1589068,690,2465,5,55,0
0,2527,2527,48,48,0
1588.441477,1268,571,23,31,1
2.560800515,1893,1893,47,47,0
3.182212946,2457,2779,38,38,0
0,4,4,32,32,0
1.619978596,1373,1373,27,27,0
8.497703528,2540,2540,44,44,0
0,37,37,49,49,0
207.0089037,1035,1481,7,7,0
10.6204782,572,1278,31,31,0
2079.511827,2286,1267,19,44,1
291.3314418,1433,1433,11,11,0
5.3033511,1267,2540,44,44,0
0.079412134,53,53,7,7,0
59.12584779,1899,2230,38,38,0
0,348,348,28,28,0
0,2644,2644,32,32,0
2.243918023,873,127,33,33,0
0,1632,1632,32,32,0
0,474,474,52,52,0
0,2644,2644,32,32,0
290.2982574,2031,2787,19,7,0
0,2811,2811,42,42,0
0,2811,2811,42,42,0
0,983,983,31,31,0
1083.817908,1481,2822,7,50,0
852.3519273,1194,2323,46,54,0
395.907029,2686,2622,41,31,0
1.470728349,2480,2480,31,31,0
22.29040685,2514,2321,50,50,0
22.8826256,1110,54,16,48,0
0,772,772,17,17,0
0,2140,2140,14,14,0
0,898,898,13,13,0
0.387990191,772,772,17,17,0
0,523,523,23,23,0
82.08796298,525,2497,46,46,0
0,559,559,17,17,0
0,2811,2811,42,42,0
391.4258039,1562,2624,42,38,0
0,1481,1481,7,7,0
0,1278,1278,31,31,0
552.5138076,1087,76,53,20,0
0,266,266,14,14,0
216.4904394,1481,1817,7,16,0
5.263017411,2644,119,32,32,0
0,2,2,41,41,0
0,849,849,31,31,0
1514.082736,823,2502,7,32,1
619.4583153,1087,2566,53,38,0
0,2463,2463,2,2,0
0,163,163,53,53,0
0,1323,1323,18,18,0
35.4781107,895,626,18,18,0
0,1278,1278,31,31,0
0,2107,2107,38,38,0
0,834,834,38,38,0
0,2227,2227,54,54,0
1.843171654,1115,1115,32,32,0
13.70894927,2712,165,3,3,0
0,1773,1773,29,29,0
0,115,115,42,42,0
31.69593875,91,780,42,42,0
879.3353635,463,2274,53,54,0
1.475097597,582,582,31,31,0
0,2583,2583,42,42,0
1219.901507,2787,2540,35,44,1
0,2057,2057,8,8,0
251.3743539,1194,1152,46,46,0
9.90173441,691,631,35,35,0
0,632,632,25,25,0
0,227,227,14,14,0
0,755,755,39,39,0
51.43707656,1471,1156,46,46,0
0,1278,1278,31,31,0
0,1760,1760,42,42,0
1073.351102,1722,689,48,54,0
35.51243912,1616,1194,46,46,0
24.29819717,54,226,48,48,0
0,747,747,35,35,0
1.642036318,165,165,3,3,0
527.1350341,641,641,23,23,0
0,2699,2699,16,16,0
487.3310569,408,915,31,44,0
616.8992502,1245,293,45,36,0
0,2079,2079,21,21,0
62.47866473,2587,736,20,18,0
4.20531295,1144,365,29,29,0
0,2306,2306,46,46,0
624.2084381,755,2391,39,36,0
0,190,190,32,32,0
2.310745271,377,377,31,31,0
15.47424823,2154,3,31,31,0
1786.243853,989,1348,13,13,1
0,2849,2849,36,36,0
0,649,649,29,29,0
0,831,831,29,29,0
437.103031,804,910,20,29,0
0,227,227,54,54,0
10.81889664,630,1605,47,47,0
0,1302,1302,54,54,0
0,1129,1129,31,31,0
0,2246,2246,38,38,0
2.37456995,2268,2268,52,52,0
0,2361,2361,31,31,0
343.457124,755,336,35,13,0
476.1291089,1274,1274,53,53,0
0,739,739,19,19,0
0,1096,1096,46,46,0
95.11754039,2336,904,54,54,0
1907.192981,820,1773,31,29,1
0,2686,2686,41,41,0
0,2527,2527,48,48,0
662.075868,1367,1627,9,50,0
5.684215705,1326,1221,36,36,0
4.715335827,675,675,47,47,0
9.942558669,2076,2819,42,42,0
0.000908562,406,406,47,47,0
82.59004994,1030,2787,35,35,0
0,2555,2555,31,31,0
0,1318,1318,41,41,0
0.017688646,2675,2675,41,41,0
0,2079,2079,21,21,0
8.926372791,474,2268,52,52,0
0,1796,1796,29,29,0
1.89867117,1121,1121,51,51,0
13.45761075,2227,61,54,54,0
0,492,492,8,8,0
0,1831,1831,5,5,0
0,755,755,39,39,0
0.320708332,762,762,18,18,0
9.061782302,898,898,13,13,0
1153.12785,1252,1495,31,32,0
0.817162002,1239,1239,54,54,0
0,2437,2437,47,47,0
0,1414,1414,31,31,0
0,691,691,35,35,0
0,1294,1294,19,19,0
0,643,643,42,42,0
5.98636044,1722,1722,48,48,0
6.732634389,1741,1481,7,7,0
26.56383555,2525,1290,46,46,0
8.300094797,1373,965,27,27,0
409.742277,2336,525,54,46,0
0.08711975,853,853,36,36,0
1336.258936,1451,1663,32,32,1
0,139,139,49,49,0
0,2667,2667,18,18,0
1633.54616,2240,2140,25,14,1
0,1059,1059,54,54,0
0,1201,1201,47,47,0
2174.922083,2503,955,6,6,1
21.53054003,1821,1278,31,31,0
0,259,259,7,7,0
0,1093,1093,32,32,0
0,2644,2644,32,32,0
864.4678919,2503,2503,9,9,0
0,969,969,25,25,0
0,1511,1511,37,37,0
0,74,74,46,46,0
838.1360888,614,1734,52,31,0
0,967,967,52,52,0
0,1892,1892,38,38,0
0,2571,2571,42,42,0
0,550,550,32,32,0
0,595,595,42,42,0
0,1531,1531,54,54,0
311.1502572,2072,1396,36,55,0
0,478,478,45,45,0
20.25459872,227,156,54,54,0
505.2312102,1471,2849,36,36,0
24.34374906,1978,1728,37,37,0
54.28692508,1984,476,31,31,0
0,355,355,42,42,0
40.33582706,1293,2419,49,49,0
1.740642478,572,572,31,31,0
0,563,563,40,40,0
228.0395431,104,1267,31,44,0
15.61147622,2676,1864,29,29,0
0,2390,2390,53,53,0
224.6409346,2548,899,25,25,0
1804.402807,2750,2750,20,20,1
0,909,909,48,48,0
0,339,339,53,53,0
386.4202585,2707,1038,7,7,0
9.043115786,2277,2410,50,50,0
197.1158561,1292,1292,48,48,0
19.551684,313,313,32,32,0
18.33226228,1278,1734,31,31,0
0,690,690,5,5,0
0,822,822,17,17,0
12.66111431,2666,1184,31,31,0
295.2067744,66,66,40,40,0
401.9778696,66,66,40,40,0
0.828976614,1722,1722,48,48,0
2387.221448,885,885,54,54,1
0,2227,2227,54,54,0
6.448989296,2274,1958,54,54,0
0,2733,2733,31,31,0
0,2644,2644,32,32,0
0,647,647,38,38,0
113.3453661,2654,1674,29,29,0
1893.154669,127,886,9,9,1
0,923,923,37,37,0
45.86773527,831,1773,29,29,0
17.22996685,45,1087,53,53,0
6.210759449,1909,1909,5,5,0
2.130263009,1313,1313,54,54,0
0,474,474,25,25,0
1924.230858,2162,2682,7,0,1
0,48,48,20,20,0
12.46192856,550,550,32,32,0
2220.879127,2147,634,20,20,1
0,1728,1728,37,37,0
8.508966593,650,2649,53,53,0
0,659,659,49,49,0
0,2654,2654,29,29,0
0,291,291,42,42,0
3.688650202,1115,1115,32,32,0
23.57325139,1633,377,31,31,0
0,1201,1201,47,47,0
0,2604,2604,54,54,0
0,1081,1081,8,8,0
0,459,459,23,23,0
3.175071664,859,1006,20,20,0
2453.243552,1278,2503,31,6,1
1.890580312,1221,1221,36,36,0
85.87700964,342,1628,31,31,0
0,1121,1121,51,51,0
2240.861109,1984,1984,31,31,1
0,1313,1313,54,54,0
0,126,126,16,16,0
0.786465488,1112,1112,49,49,0
13.91646028,816,1278,31,31,0
0,2245,2245,25,25,0
0,1825,1825,29,29,0
0,2622,2622,31,31,0
0,2360,2360,29,29,0
21.12904577,2056,2811,42,42,0
718.3023357,65,1630,32,32,0
1.137287165,2579,2579,41,41,0
251.331002,517,1700,31,31,0
401.9778696,66,66,40,40,0
6.939983919,2576,1745,53,53,0
0,1404,1404,31,31,0
882.3356158,1152,61,46,54,0
21.419253,1648,375,32,32,0
11.50810781,474,2555,31,31,0
0,2435,2435,42,42,0
0,1471,1471,49,49,0
252.1997258,55,55,53,53,0
3.098308855,2527,2527,48,48,0
0,2525,2525,46,46,0
1064.478344,1215,2839,0,53,0
0,1221,1221,36,36,0
0,561,561,20,20,0
27.70447701,804,561,20,20,0
0,2757,2757,48,48,0
24.96430681,1276,2154,31,31,0
0,1898,1898,46,46,0
1.607945976,840,840,20,20,0
11.4142098,2268,1169,52,52,0
0,2607,2607,32,32,0
968.2707601,164,2079,19,21,0
0,2634,2634,38,38,0
0,2578,2578,0,0,0
5.350711601,2268,1169,52,52,0
0,1146,1146,54,54,0
0,614,614,52,52,0
0,2742,2742,40,40,0
52.08404308,679,206,52,52,0
0,2716,2716,53,53,0
0,1627,1627,50,50,0
0,1590,1590,11,11,0
0,1734,1734,37,37,0
0,372,372,35,35,0
764.2826552,1092,37,49,49,0
18.19538201,2555,2733,31,31,0
3.017207104,2186,2564,13,13,0
507.1850343,2438,601,42,42,0
16.52167742,2502,1630,32,32,0
0,298,298,25,25,0
0,910,910,29,29,0
16.82374067,1367,1122,9,9,0
26.61688867,1739,1252,31,31,0
30.56138807,826,1948,31,31,0
7.809694254,1472,115,29,29,0
10.97098736,780,780,42,42,0
0,2052,2052,41,41,0
0,119,119,32,32,0
1333.491135,691,1252,45,31,1
741.3529178,649,2654,29,29,0
0,954,954,31,31,0
2350.935204,542,2105,31,31,1
44.65323249,1804,1820,31,31,0
6.4501743,1773,2185,29,29,0
0,2655,2655,16,16,0
8.185492841,2675,1533,41,41,0
494.6507467,563,1433,40,11,0
1.827960725,772,772,17,17,0
0,573,573,9,9,0
36.09752571,443,2811,42,42,0
270.889956,2115,442,9,9,0
15.9957298,1194,2385,46,16,0
30.02371545,1035,1242,7,7,0
387.2394477,86,232,38,29,0
0,517,517,31,31,0
0,985,985,9,9,0
0,1123,1123,54,54,0
1.638255042,1238,1238,54,54,0
4.207312062,759,862,31,31,0
0.668501666,2035,2035,14,14,0
0,4,4,32,32,0
0,1640,1640,21,21,0
0.569780791,2720,2720,31,31,0
1.186588373,2268,2268,52,52,0
0,550,550,32,32,0
0.471667113,717,717,48,48,0
20.60755814,595,2712,42,42,0
0,550,550,32,32,0
0,93,93,45,45,0
0,729,729,45,45,0
266.4782099,755,1615,23,50,0
89.61717114,1529,2628,54,54,0
5.713437416,1361,1049,5,5,0
28.89466507,1087,71,53,53,0
941.539802,1583,1018,31,52,0
104.705393,778,2651,19,38,0
0,2052,2052,41,41,0
54.66687423,775,1201,47,47,0
0,2316,2316,18,18,0
0,953,953,16,16,0
0,582,582,31,31,0
0,1087,1087,53,53,0
0,520,520,16,16,0
0,2136,2136,36,36,0
45.23174158,2599,1553,54,54,0
0,43,43,53,53,0
4.611776391,1526,1526,43,43,0
0,884,884,50,50,0
0,2284,2284,20,20,0
18.29387412,1209,2383,48,48,0
0,2344,2344,29,29,0
14.42205075,2154,759,31,31,0
0,1654,1654,25,25,0
0,1855,1855,25,25,0
0,490,490,42,42,0
0,1910,1910,25,25,0
0,2248,2248,42,42,0
0,183,183,42,42,0
14.42205075,2154,759,31,31,0
0,98,98,29,29,0
0,899,899,25,25,0
0,2420,2420,49,49,0
0,755,755,39,39,0
0,2654,2654,29,29,0
0,1087,1087,53,53,0
0,1390,1390,42,42,0
0,1959,1959,13,13,0
0,2335,2335,35,35,0
0,2140,2140,29,29,0
0,1578,1578,29,29,0
0,1367,1367,9,9,0
0,329,329,53,53,0
0,535,535,13,13,0
0,271,271,13,13,0
0,1745,1745,53,53,0
0,2811,2811,42,42,0
0,805,805,53,53,0
0,512,512,45,45,0
0,691,691,35,35,0
0,1567,1567,42,42,0
0,342,342,42,42,0
0,1087,1087,53,53,0
0,1562,1562,42,42,0
0,1865,1865,9,9,0
0,1367,1367,9,9,0
0,372,372,35,35,0
0,2435,2435,42,42,0
0,780,780,42,42,0
0,2443,2443,13,13,0
0,2222,2222,42,42,0
0,2132,2132,53,53,0
0,1187,1187,49,49,0
0,37,37,49,49,0
0,1288,1288,13,13,0
0,1960,1960,42,42,0
0,45,45,53,53,0
0,245,245,49,49,0
0,1980,1980,45,45,0
0,2419,2419,49,49,0
0,1562,1562,42,42,0
0,2008,2008,53,53,0
5.300370518,1172,1842,54,54,0
0,910,910,29,29,0
0,2822,2822,50,50,0
0,2352,2352,30,30,0
0,2774,2774,53,53,0
461.9215706,2351,2351,53,53,0
0,2519,2519,53,53,0
0,711,711,23,23,0
0,2356,2356,50,50,0
0,2816,2816,50,50,0
0,1877,1877,50,50,0
0,1534,1534,50,50,0
0,720,720,53,53,0
16.86197844,2697,70,11,11,0
0,1699,1699,23,23,0
0,716,716,50,50,0
0,605,605,29,29,0
0,910,910,29,29,0
0,1615,1615,50,50,0
0,1773,1773,29,29,0
0,389,389,53,53,0
0,706,706,17,17,0
0,1076,1076,50,50,0
0,2719,2719,53,53,0
0,1475,1475,53,53,0
0,1922,1922,53,53,0
0,2839,2839,53,53,0
0,2145,2145,35,35,0
250.8401308,2245,298,25,25,0
0,1622,1622,53,53,0
0,2503,2503,35,35,0
0,1047,1047,43,43,0
6.299048286,2262,871,31,31,0
0,910,910,29,29,0
0,2511,2511,16,16,0
0,2789,2789,25,25,0
